-3.366874576203788844e-03	-2.467823210887436485e-03	6.931388395415007619e-05	5.172607875394678693e-03	2.964528447608548879e-03	1.730460286833412995e-03	1.383867301275948630e-03	4.097896749222152053e-04	2.480129427764318946e-03	7.098149914636724643e-04	-2.091624532338443119e-03	8.969708848023554872e-04	-2.280485610579275572e-03	-7.573971670000364739e-03	-1.433002777090967373e-03	3.281021186560127440e-03	2.532995902839963506e-03	7.747242000760850037e-04	2.000307584019741364e-04	1.499707703599309971e-03
-2.621045006805334198e-04	-3.752846216998524946e-04	1.143060250553720156e-04	-1.819313912239497715e-05	1.740861162423371533e-05	-7.930977270434676522e-05	5.596098106941274717e-05	-4.934045389938885104e-05	1.410889910926045663e-04	6.307104475192279577e-05	-1.632700480891761420e-04	1.295207894322065827e-04	-2.047680106084823833e-04	-3.699462931301199204e-05	-2.346365129358551888e-05	6.361394133466203617e-05	3.732732185937455779e-05	1.151509908784730469e-05	6.808527867142798412e-06	5.233599860706056089e-05
-2.352737144092472636e-04	-5.337461869034450680e-04	4.961320699966335565e-05	-1.294711671304554790e-04	-1.360742409004794134e-04	-1.513473819493176865e-04	-1.471115776883866170e-05	-3.544491907844532930e-05	1.287690123772458617e-04	3.863526041081903916e-07	-1.110945674222877353e-04	1.120583935426065601e-04	-1.827823589550698908e-04	7.275782718865215083e-05	-2.909270297485142220e-07	1.046174747756803670e-05	1.283946646841323474e-05	1.319166321820906513e-05	5.833778644881887488e-06	5.006812511495254650e-05
-1.217132451121096534e-03	-3.653394903837305259e-03	7.455536651974433067e-05	-1.178545290418375789e-03	-6.718186155441234009e-04	-8.279475438721016446e-04	-5.139580657978140435e-04	7.052470976214802545e-05	9.586674020327257562e-04	1.723903625055979352e-04	-6.972664657724607362e-04	5.916425620715092069e-04	-1.286813643421443228e-03	1.017952019836220476e-03	6.610992782094351518e-05	-2.191130123973917350e-04	-1.525879898247191585e-04	5.650415258124519150e-05	3.339859812928063659e-05	2.766855223921860251e-04
1.822787611384310287e-04	-2.102244796475779881e-04	6.907716820498652254e-05	9.720687472974921616e-06	7.493101830991795833e-04	2.119431927227720131e-04	8.657396968372626156e-04	2.226242407998815960e-03	7.944221518542109867e-04	-9.449180057796880295e-04	1.820085333635289575e-04	-4.657999926283895088e-04	8.442689044611132246e-04	-4.700754761106465418e-04	-4.833647199665521311e-05	-5.637812865632422805e-04	-1.489810923366315952e-05	1.372388333644232624e-04	9.393219415663650243e-06	7.179120843566878069e-05
-6.276145139487458106e-05	5.948443065812399674e-04	-7.126266060470057154e-04	1.986588388725423447e-03	2.616394126188766218e-03	-2.016605180544158490e-03	6.511105385030606894e-03	1.623372680077951255e-02	-5.176049172500639915e-03	-4.985218859800838627e-03	-8.051352670935396429e-06	-3.321567612975613506e-03	-2.726272241460693090e-03	-3.384491081683398974e-04	-8.683088487663303396e-05	-1.731006853167032947e-04	-1.734365856627628722e-04	8.058417063558320726e-04	9.816411843123840897e-06	7.480462556304256680e-05
4.279955050091236349e-06	6.206440745742276449e-06	-4.571763336886134179e-05	1.225189796507498258e-04	1.165220947476063875e-04	-1.638694376846855589e-05	-4.005110036988985563e-05	1.341669178032418972e-04	-4.845331525410670622e-05	-2.201572030094329943e-05	6.443488555228239615e-05	-8.706432340637770600e-05	-1.400330528058513960e-05	-6.940464092554604961e-05	-7.165634432574674604e-06	3.427606159220850134e-05	-8.406991662537690343e-06	3.752344512515179832e-05	7.972877010408264978e-07	6.021364641964329667e-06
-8.615938033259077906e-05	2.301290175929726026e-04	2.779745712422139847e-05	1.424009739728700121e-03	4.990980612329873334e-04	-7.766552265261229566e-04	2.944883753165798609e-05	3.792581990124558027e-03	-2.784947242628735861e-04	-2.750435283355657156e-04	3.111756219864033040e-03	7.518113090285888670e-04	-1.389160033671083027e-03	-9.712388177816876642e-04	-1.416175981859014164e-04	1.460738455537443541e-04	-3.242796429095912088e-05	3.603955465949620083e-04	9.332707025193350507e-06	7.120858765231233669e-05
1.140414166795420000e-04	3.552601899621825912e-05	-2.156404216507069939e-05	3.879204155151731444e-04	3.160108637628457318e-04	-9.186362716413789512e-05	-9.726341793172367306e-05	4.356889818914595172e-04	-1.381414640676373361e-04	-2.514102277633820074e-05	2.269235795243456895e-04	-2.657985987360247135e-04	-2.894328107774719509e-05	-1.782839880314337957e-04	-1.594899805379793948e-05	9.326741524447563169e-05	-3.017472893592966921e-05	9.568441349440909652e-05	1.824852743815754862e-06	1.361110852806913104e-05
-2.913023602857002441e-05	1.299555014363249557e-04	-2.990006849044823077e-04	-3.265284738235291607e-04	1.404187350951693425e-04	-2.411942043743393058e-04	1.198027300520304958e-04	9.651266669922463619e-05	2.425705548422366661e-04	7.424039623623584637e-05	-8.444896035730256774e-05	9.460623369929500480e-05	4.180997819392238025e-05	2.663715561824849432e-04	6.424251949263488958e-05	1.798268734254438502e-04	4.509384404166027214e-04	1.491181565730548459e-04	7.815665946633147291e-06	5.833968839097724250e-05
